,Name,Address,Notes,Phone_Number,Station_Type,Vaccine_Type,Notes
612,Subhan Pharmacy Inc ,"1067 Coney Island Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 533-4737,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
613,Sure Drugs ,"312 Ralph Ave, Brooklyn",,N/A,Pharmacy ,Vaccine offered:Moderna (18+),
614,Suredrugs Pharmacy ,"118-06 101st Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 880-2500,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
615,SV Wellness Pharmacy ,"2173C 68th Street, Brooklyn",,(718) 975-0530,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+)Pfizer (12+)Johnson & Johnson (18+),
616,Taino Pharmacy ,"2403 2nd Avenue, Manhattan",,(212) 987-3602,Pharmacy ,Vaccine offered:Moderna (18+),
617,Teba Pharmacy ,"7618 5th Avenue, Brooklyn",,(347) 517-4833,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+)Pfizer (5-11),
618,The 90th Street Pharmacy ,"1262 Madison Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 289-9168,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
619,Tompkinsville Pharmacy ,"45 Victory Boulevard, Staten Island","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 727-0430,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
620,Top Value Pharmacy & Compounding ,"3811 Dyre Avenue, Bronx",,N/A,Pharmacy ,Vaccine offered:Moderna (18+),
621,Town Drug ,"501 West 113th Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 678-0636,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
622,"Traymore Chemists, Inc. ","110-80 Queens Boulevard, Queens",,(718) 261-8440,Pharmacy ,Vaccine offered:Johnson & Johnson (18+),
623,Trinity Rx Corp ,"75-21 Myrtle Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 366-2109,Pharmacy ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
624,Truemed Pharmacy ,"2262 Webster Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 879-8144,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (12+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
625,Tu Quynh Pharmacy ,"230 Grand Street, Suite A1-2, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 966-6878,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
626,Turnpike Meds Rx Inc ,"179-14 Union Turnpike, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 749-9915,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
627,United Dhaka Pharmacy ,"159-13 Hillside Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(917) 396-4944,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
628,United Pharmacy LLC ,"5539 Broadway, Bronx",,(718) 884-2500,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),
629,V&A Pharmacy ,"72 Manhattan Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 388-8500,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
630,VIDA PHARMACY LLC. ,"172 Bushwick Avenue, -, Brooklyn",,(347) 725-4953,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),
631,Vida Sana Pharmacy ,"88-22 37th Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 433-9800,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+)Pfizer (5-11)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
632,Village Pharmacy ,"12-27 150th Street, Queens",,(347) 732-4772,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (12+)Johnson & Johnson (18+),
633,Vitality Drug & Surgical ,"257-07 Union Turnpike, Queens",,(718) 343-0070,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+),
634,Vitalscript Pharmacy ,"83-19 37th Street, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 424-1101,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Pfizer (5-11)Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
635,Viva Pharmacy & Wellness ,"80-14 Northern Boulevard, Queens",,(646) 632-2636,Pharmacy ,Vaccine offered:Moderna (18+),
636,VLS Pharmacy Inc ,"4402 5th Avenue, Brooklyn",,(718) 854-1384,Pharmacy ,Vaccine offered:Moderna (18+),
637,Walgreens/Duane Reade ,"1 Union Square South, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
638,Walgreens/Duane Reade ,"1 Whitehall Street, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
639,Walgreens/Duane Reade ,"100 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
640,Walgreens/Duane Reade ,"100 Delancey Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
641,Walgreens/Duane Reade ,"100 West 57th Street, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
642,Walgreens/Duane Reade ,"103-14 Roosevelt Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
643,Walgreens/Duane Reade ,"1040 St. Johns Place, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
644,Walgreens/Duane Reade ,"104-25 Queens Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
645,Walgreens/Duane Reade ,"105 Brighton Beach Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
646,Walgreens/Duane Reade ,"1052 1st Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
647,Walgreens/Duane Reade ,"106-40 Rockaway Beach Boulevard, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
648,Walgreens/Duane Reade ,"1091 Lexington Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
649,Walgreens/Duane Reade ,"109-62 Francis Lewis Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
650,Walgreens/Duane Reade ,"110-88 Queens Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
651,Walgreens/Duane Reade ,"1111 3rd Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
652,Walgreens/Duane Reade ,"1111 Pennsylvania Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
653,Walgreens/Duane Reade ,"114 Beverley Road, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
654,Walgreens/Duane Reade ,"116-02 Beach Channel Drive, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
655,Walgreens/Duane Reade ,"119-02 Rockaway Boulevard, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
656,Walgreens/Duane Reade ,"1191 2nd Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
657,Walgreens/Duane Reade ,"119-10 Liberty Avenue, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
658,Walgreens/Duane Reade ,"120 Court Street, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
659,Walgreens/Duane Reade ,"122 East 42nd Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
660,Walgreens/Duane Reade ,"1227 Forest Avenue, Staten Island",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
661,Walgreens/Duane Reade ,"1231 Madison Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
662,Walgreens/Duane Reade ,"1235 Lexington Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
663,Walgreens/Duane Reade ,"125 3rd Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
664,Walgreens/Duane Reade ,"1251 Avenue Of The Americas, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
665,Walgreens/Duane Reade ,"127-04 Guy R Brewer Boulevard, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
666,Walgreens/Duane Reade ,"1281 Fulton Street, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
667,Walgreens/Duane Reade ,"132-50 Metropolitan Avenue, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
668,Walgreens/Duane Reade ,"1328 2nd Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
669,Walgreens/Duane Reade ,"133 Dyckman Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
670,Walgreens/Duane Reade ,"135 East 125th Street, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
671,Walgreens/Duane Reade ,"1350 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
672,Walgreens/Duane Reade ,"1352 1st Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
673,Walgreens/Duane Reade ,"136-02 Roosevelt Avenue, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
674,Walgreens/Duane Reade ,"1366 Broadway, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
675,Walgreens/Duane Reade ,"1371 Metropolitan Avenue, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
676,Walgreens/Duane Reade ,"14-01 College Point Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
677,Walgreens/Duane Reade ,"1409 Avenue J, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
678,Walgreens/Duane Reade ,"1419 Newkirk Ave, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
679,Walgreens/Duane Reade ,"1430 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
680,Walgreens/Duane Reade ,"145 4th Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
681,Walgreens/Duane Reade ,"1490 Madison Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
682,Walgreens/Duane Reade ,"149-28 14th Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
683,Walgreens/Duane Reade ,"1498 York Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
684,Walgreens/Duane Reade ,"1517 Cortelyou Road, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
685,Walgreens/Duane Reade ,"1524 2nd Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
686,Walgreens/Duane Reade ,"1532 86th Street,#34, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
687,Walgreens/Duane Reade ,"153-45 Cross Island Pkwy, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
688,Walgreens/Duane Reade ,"155 East 34th Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
689,Walgreens/Duane Reade ,"1551 Richmond Avenue, Staten Island",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
690,Walgreens/Duane Reade ,"1559 Flatbush Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
691,Walgreens/Duane Reade ,"159-34 Jamaica Avenue, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
692,Walgreens/Duane Reade ,"16 Court Street, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
693,Walgreens/Duane Reade ,"160-40 Cross Bay Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
694,Walgreens/Duane Reade ,"1612 Westchester Avenue, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
695,Walgreens/Duane Reade ,"162-19 Hillside Ave, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
696,Walgreens/Duane Reade ,"164 Kent Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
697,Walgreens/Duane Reade ,"1675 3rd Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
698,Walgreens/Duane Reade ,"17 John Street, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
699,Walgreens/Duane Reade ,"1710 Crosby Avenue, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
700,Walgreens/Duane Reade ,"1720 Kings Highway, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
701,Walgreens/Duane Reade ,"175-06 Hillside Avenue, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
702,Walgreens/Duane Reade ,"1759 Hylan Boulevard, Staten Island",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
703,Walgreens/Duane Reade ,"180 West 20th Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
704,Walgreens/Duane Reade ,"1820 Williamsbridge Road, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
705,Walgreens/Duane Reade ,"1847 Rockaway Parkway, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
706,Walgreens/Duane Reade ,"186-16 Union Turnpike, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
707,Walgreens/Duane Reade ,"1889 Broadway, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
708,Walgreens/Duane Reade ,"1915 3rd Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
709,Walgreens/Duane Reade ,"19-23 Utopia Parkway, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
710,Walgreens/Duane Reade ,"193-01 Northern Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
711,Walgreens/Duane Reade ,"194 East 2nd Street, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
712,Walgreens/Duane Reade ,"2 Penn Plaza, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
713,Walgreens/Duane Reade ,"200 Water Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
714,Walgreens/Duane Reade ,"2069 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
715,Walgreens/Duane Reade ,"210 Union Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
716,Walgreens/Duane Reade ,"2158 White Plains Rd, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
717,Walgreens/Duane Reade ,"219-14 Merrick Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
718,Walgreens/Duane Reade ,"2265 Ralph Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
719,Walgreens/Duane Reade ,"2270 Clove Road, Staten Island",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
720,Walgreens/Duane Reade ,"2325 Flatbush Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
721,Walgreens/Duane Reade ,"24-28 Bell Boulevard, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
722,Walgreens/Duane Reade ,"2431 Boston Road, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
723,Walgreens/Duane Reade ,"244 East 161st Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
724,Walgreens/Duane Reade ,"249-46 Horace Harding Expressway, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
725,Walgreens/Duane Reade ,"250 Bedford Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
726,Walgreens/Duane Reade ,"250 Broadway, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
727,Walgreens/Duane Reade ,"2504 Eastchester Road, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
728,Walgreens/Duane Reade ,"2522 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
729,Walgreens/Duane Reade ,"2532 86th Street,#54, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
730,Walgreens/Duane Reade ,"255-01 Union Turnpike, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
731,Walgreens/Duane Reade ,"2590 Coney Island Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
732,Walgreens/Duane Reade ,"2683 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
733,Walgreens/Duane Reade ,"2750 Boston Road, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),
734,Walgreens/Duane Reade ,"2760 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),
735,Walgreens/Duane Reade ,"28-58 Steinway Street, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
