ID,Name,Address,Notes,Phone_Number,Station_Type,Vaccine_Type,Notes,formatted_address,latitude,longitude
675,Walgreens/Duane Reade ,"1371 Metropolitan Avenue, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"1371 Metropolitan Ave, Bronx, NY 10462, USA",40.8350829,-73.8615073
676,Walgreens/Duane Reade ,"14-01 College Point Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1401 College Point Blvd, Queens, NY 11356, USA",40.785216,-73.8455361
677,Walgreens/Duane Reade ,"1409 Avenue J, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"1409 Avenue J, Brooklyn, NY 11230, USA",40.6254183,-73.9620166
678,Walgreens/Duane Reade ,"1419 Newkirk Ave, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"1419 Newkirk Ave, Brooklyn, NY 11226, USA",40.6356456,-73.9636725
679,Walgreens/Duane Reade ,"1430 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"1430 Broadway, New York, NY 10018, USA",40.7539398,-73.9865382
680,Walgreens/Duane Reade ,"145 4th Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"145 4th Ave, New York, NY 10003, USA",40.7341707,-73.9896761
681,Walgreens/Duane Reade ,"1490 Madison Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"1490 Madison Ave, New York, NY 10029, USA",40.7914059,-73.9515498
682,Walgreens/Duane Reade ,"149-28 14th Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","149-28 14th Ave, Whitestone, NY 11357, USA",40.7882479,-73.8154632
683,Walgreens/Duane Reade ,"1498 York Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"1498 York Ave, New York, NY 10075, USA",40.7716735,-73.9499224
684,Walgreens/Duane Reade ,"1517 Cortelyou Road, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"1517 Cortelyou Rd, Brooklyn, NY 11226, USA",40.6417813,-73.9638562
685,Walgreens/Duane Reade ,"1524 2nd Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"1524 2nd Ave, New York, NY 10075, USA",40.7734439,-73.9545203
686,Walgreens/Duane Reade ,"1532 86th Street,#34, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,,40.61075068,-74.00881522
687,Walgreens/Duane Reade ,"153-45 Cross Island Pkwy, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","15345 Cross Island Pkwy, Whitestone, NY 11357, USA",40.7885567,-73.8094659
688,Walgreens/Duane Reade ,"155 East 34th Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","155 E 34th St, New York, NY 10016, USA",40.746232,-73.978689
689,Walgreens/Duane Reade ,"1551 Richmond Avenue, Staten Island",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"1551 Richmond Ave, Staten Island, NY 10314, USA",40.61001,-74.1595174
690,Walgreens/Duane Reade ,"1559 Flatbush Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"1559 Flatbush Ave, Brooklyn, NY 11210, USA",40.6327547,-73.9471414
691,Walgreens/Duane Reade ,"159-34 Jamaica Avenue, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"159-34 Jamaica Ave, Jamaica, NY 11432, USA",40.7034048,-73.7992742
692,Walgreens/Duane Reade ,"16 Court Street, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"16 Court St, Brooklyn, NY 11241, USA",40.6936215,-73.9908599
693,Walgreens/Duane Reade ,"160-40 Cross Bay Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","160-40 Cross Bay Blvd, Far Rockaway, NY 11693, USA",40.6567268,-73.8396479
694,Walgreens/Duane Reade ,"1612 Westchester Avenue, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"1612 Westchester Ave, Bronx, NY 10472, USA",40.829061,-73.8750309
695,Walgreens/Duane Reade ,"162-19 Hillside Ave, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","162-19 Hillside Avenue, Jamaica, NY 11432, USA",40.7088748,-73.7997438
696,Walgreens/Duane Reade ,"164 Kent Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"164 Kent Ave, Brooklyn, NY 11249, USA",40.7190994,-73.9633208
697,Walgreens/Duane Reade ,"1675 3rd Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"1675 3rd Ave, New York, NY 10128, USA",40.783431,-73.949713
698,Walgreens/Duane Reade ,"17 John Street, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"17 John St, New York, NY 10038, USA",40.7099702,-74.0087412
699,Walgreens/Duane Reade ,"1710 Crosby Avenue, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"1710 Crosby Ave, Bronx, NY 10461, USA",40.8458833,-73.8311086
700,Walgreens/Duane Reade ,"1720 Kings Highway, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"1720 Kings Hwy, Brooklyn, NY 11229, USA",40.6095421,-73.9557941
701,Walgreens/Duane Reade ,"175-06 Hillside Avenue, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"17506 Hillside Avenue, Jamaica, NY 11432, USA",40.711195,-73.7872685
702,Walgreens/Duane Reade ,"1759 Hylan Boulevard, Staten Island",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"1759 Hylan Blvd, Staten Island, NY 10305, USA",40.5863534,-74.0928415
703,Walgreens/Duane Reade ,"180 West 20th Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","180 W 20th St, New York, NY 10011, USA",40.7417607,-73.9970059
704,Walgreens/Duane Reade ,"1820 Williamsbridge Road, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"1820 Williamsbridge Rd, Bronx, NY 10461, USA",40.850771,-73.8512333
705,Walgreens/Duane Reade ,"1847 Rockaway Parkway, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"1847 Rockaway Pkwy, Brooklyn, NY 11236, USA",40.6373419,-73.8924999
706,Walgreens/Duane Reade ,"186-16 Union Turnpike, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"186-16 Union Tpke, Flushing, NY 11366, USA",40.728644,-73.7819371
707,Walgreens/Duane Reade ,"1889 Broadway, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1889 Broadway, New York, NY 10023, USA",40.7712096,-73.9824454
708,Walgreens/Duane Reade ,"1915 3rd Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","1915 3rd Ave, New York, NY 10029, USA",40.7912159,-73.9445239
709,Walgreens/Duane Reade ,"19-23 Utopia Parkway, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"19-23 Utopia Pkwy, Whitestone, NY 11357, USA",40.779974,-73.7934269
710,Walgreens/Duane Reade ,"193-01 Northern Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","193-01 Northern Blvd, Flushing, NY 11358, USA",40.7581723,-73.7879579
711,Walgreens/Duane Reade ,"194 East 2nd Street, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"194 E 2nd St, New York, NY 10009, USA",40.722343,-73.9836916
712,Walgreens/Duane Reade ,"2 Penn Plaza, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"2 Pennsylvania Plaza, New York, NY 10121, USA",40.7500679,-73.992193
713,Walgreens/Duane Reade ,"200 Water Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","200 Water St, New York, NY 10038, USA",40.7072559,-74.0048047
714,Walgreens/Duane Reade ,"2069 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"2069 Broadway, New York, NY 10023, USA",40.7784552,-73.9823538
715,Walgreens/Duane Reade ,"210 Union Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"210 Union Ave, Brooklyn, NY 11211, USA",40.706973,-73.9499885
716,Walgreens/Duane Reade ,"2158 White Plains Rd, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"2158 White Plains Rd, Bronx, NY 10462, USA",40.8551213,-73.867359
717,Walgreens/Duane Reade ,"219-14 Merrick Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","219-14 Merrick Blvd, Queens, NY 11413, USA",40.6789696,-73.7501921
718,Walgreens/Duane Reade ,"2265 Ralph Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"2265 Ralph Ave, Brooklyn, NY 11234, USA",40.6223372,-73.9171522
719,Walgreens/Duane Reade ,"2270 Clove Road, Staten Island",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"2270 Clove Rd, Staten Island, NY 10305, USA",40.5990487,-74.0818284
720,Walgreens/Duane Reade ,"2325 Flatbush Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"2325 Flatbush Ave, Brooklyn, NY 11234, USA",40.6137514,-73.9266592
721,Walgreens/Duane Reade ,"24-28 Bell Boulevard, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"24-28 Bell Blvd, Bayside, NY 11360, USA",40.7790622,-73.7760151
722,Walgreens/Duane Reade ,"2431 Boston Road, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"2431 Boston Rd, Bronx, NY 10467, USA",40.8618803,-73.867125
723,Walgreens/Duane Reade ,"244 East 161st Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","244 E 161 St, Bronx, NY 10451, USA",40.8255095,-73.9188208
724,Walgreens/Duane Reade ,"249-46 Horace Harding Expressway, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"249-46 Horace Harding Expy, Little Neck, NY 11362, USA",40.7615612,-73.7292803
725,Walgreens/Duane Reade ,"250 Bedford Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"250 Bedford Ave, Brooklyn, NY 11249, USA",40.7158558,-73.9600121
726,Walgreens/Duane Reade ,"250 Broadway, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","250 Broadway, New York, NY 10007, USA",40.7130079,-74.0078212
727,Walgreens/Duane Reade ,"2504 Eastchester Road, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"2504 Eastchester Rd, Bronx, NY 10469, USA",40.8630002,-73.843055
728,Walgreens/Duane Reade ,"2522 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"2522 Broadway, New York, NY 10025, USA",40.7933427,-73.9721852
729,Walgreens/Duane Reade ,"2532 86th Street,#54, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ",,40.59728934,-73.98632242
730,Walgreens/Duane Reade ,"255-01 Union Turnpike, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"255-01 Union Tpke, Queens, NY 11004, USA",40.7457845,-73.7156514
731,Walgreens/Duane Reade ,"2590 Coney Island Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"2590 Coney Island Ave, Brooklyn, NY 11223, USA",40.593192,-73.9611011
732,Walgreens/Duane Reade ,"2683 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"need phone number, 2683 Broadway, New York, NY 10025, USA",40.7988322,-73.9691708
733,Walgreens/Duane Reade ,"2750 Boston Road, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"2750 Boston Rd, Bronx, NY 10469, USA",40.8659072,-73.8609273
734,Walgreens/Duane Reade ,"2760 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"2760 Broadway, New York, NY 10025, USA",40.8014041,-73.9673914
735,Walgreens/Duane Reade ,"28-58 Steinway Street, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","2858 Steinway St, Astoria, NY 11103, USA",40.7642079,-73.9151603
736,Walgreens/Duane Reade ,"2864 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"2864 Broadway, New York, NY 10025, USA",40.8049006,-73.9657818
737,Walgreens/Duane Reade ,"296 Flatbush Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"296 Flatbush Ave, Brooklyn, NY 11217, USA",40.6780709,-73.9734355
738,Walgreens/Duane Reade ,"298 1st Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","298 1st Ave., New York, NY 10009, USA",40.7333053,-73.9807104
739,Walgreens/Duane Reade ,"300 East 39th Street, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"300 East 39th Apartments, 300 E 39th St, New York, NY 10016, USA",40.7475904,-73.9733209
740,Walgreens/Duane Reade ,"300 West 135th Street, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"300 W 135th St, New York, NY 10027, USA",40.8163293,-73.9473251
741,Walgreens/Duane Reade ,"3000 Church Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"3000 Church Ave, Brooklyn, NY 11226, USA",40.6505766,-73.9492997
742,Walgreens/Duane Reade ,"3012 3rd Avenue, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"3012 3rd Ave., Bronx, NY 10455, USA",40.8194552,-73.9129806
743,Walgreens/Duane Reade ,"304 Park Ave South, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"304 Park Ave S, New York, NY 10010, USA",40.7403566,-73.9871431
744,Walgreens/Duane Reade ,"3040 Eastchester Road, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"3040 Eastchester Rd, Bronx, NY 10469, USA",40.870501,-73.8428018
745,Walgreens/Duane Reade ,"305 Broadway, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","305 Broadway, New York, NY 10007, USA",40.7154787,-74.005545
746,Walgreens/Duane Reade ,"3082 Avenue U, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"3082 Avenue U, Brooklyn, NY 11229, USA",40.6008687,-73.9358909
747,Walgreens/Duane Reade ,"3085 East Tremont Avenue, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"3085 E Tremont Ave, Bronx, NY 10461, USA",40.8389667,-73.8355197
748,Walgreens/Duane Reade ,"315 N End Ave, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"315 North End Ave, New York, NY 10282, USA",40.7167182,-74.0150367
749,Walgreens/Duane Reade ,"3155 Amboy Road, Staten Island",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"3155 Amboy Rd, Staten Island, NY 10306, USA",40.5644268,-74.1339744
750,Walgreens/Duane Reade ,"32 East 170th Street, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"32 E 170th St, Bronx, NY 10452, USA",40.8396812,-73.9170144
751,Walgreens/Duane Reade ,"320 West 145th Street, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"320 W 145th St, New York, NY 10039, USA",40.8232203,-73.9432759
752,Walgreens/Duane Reade ,"333 7th Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","333 7th Ave, New York, NY 10001, USA",40.7474537,-73.9929083
753,Walgreens/Duane Reade ,"33-55 Crescent Street, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","33-55 Crescent St, Astoria, NY 11106, USA",40.7614822,-73.9303018
754,Walgreens/Duane Reade ,"3387 Broadway, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"3387 Broadway, New York, NY 10031, USA",40.8216661,-73.9544887
755,Walgreens/Duane Reade ,"3480 Jerome Avenue, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"3480 Jerome Ave, Bronx, NY 10467, USA",40.8820644,-73.8815541
756,Walgreens/Duane Reade ,"350 5th Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"350 5th Ave, New York, NY 10118, USA",40.7482436,-73.9851073
757,Walgreens/Duane Reade ,"35-06 Broadway, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"3506 Broadway, Astoria, NY 11106, USA",40.7602086,-73.9220152
758,Walgreens/Duane Reade ,"352 Greenwich Street, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"352 Greenwich St, New York, NY 10013, USA",40.719172,-74.0107611
759,Walgreens/Duane Reade ,"355 Knickerbocker Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"355 Knickerbocker Ave, Brooklyn, NY 11237, USA",40.7009242,-73.9216073
760,Walgreens/Duane Reade ,"3575 Boston Road, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"3575 Boston Rd, Bronx, NY 10469, USA",40.8788846,-73.8440199
761,Walgreens/Duane Reade ,"3590 East Tremont Avenue, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"3590 E Tremont Ave, Bronx, NY 10465, USA",40.8293368,-73.825319
762,Walgreens/Duane Reade ,"37 Broadway, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 925-4733,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","37 Broadway, New York, NY 10006, USA",40.7062214,-74.0132177
763,Walgreens/Duane Reade ,"37-66 82nd Street, Queens",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"3766 82nd St, Jackson Heights, NY 11372, USA",40.747844,-73.8841971
764,Walgreens/Duane Reade ,"379 Myrtle Avenue, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"379 Myrtle Ave, Brooklyn, NY 11205, USA",40.6933971,-73.9713039
765,Walgreens/Duane Reade ,"380 Amsterdam Avenue, Manhattan",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"380 Amsterdam Ave, New York, NY 10024, USA",40.7828237,-73.9788727
766,Walgreens/Duane Reade ,"386 Fulton Street, Brooklyn",,(800) 925-4733,Pharmacy ,Vaccine offered:Pfizer (12+),,"386 Fulton St, Brooklyn, NY 11201, USA",40.6912065,-73.9872536
767,Walgreens/Duane Reade ,"3901 White Plains Road, Bronx",,(800) 925-4733,Pharmacy ,Vaccine offered:Moderna (18+),,"3901 White Plains Rd, Bronx, NY 10466, USA",40.8860577,-73.8618461
